wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,buggy,Function to be selected,PredictedTechnique,DSF_Prediction,DSF_Pred_Prob
15.0,1.0,0.0,24.0,44.0,43.0,13.0,12.0,14.0,0.8888889999999999,582.0,0.8888889999999999,1.0,0.0,0.2,0,0,37.2,4.0,1.9333,True,GMean_Voting_Pred,GMean_Voting_Pred,True,1.0
3.0,3.0,0.0,4.0,4.0,3.0,0.0,4.0,3.0,1.5,10.0,0.0,0.0,0.95,0.5,1,6,2.0,1.0,0.6667,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9993672178734436
18.0,3.0,0.0,45.0,93.0,89.0,6.0,44.0,11.0,0.813725,946.0,1.0,1.0,0.767123,0.188889,2,9,51.222221999999995,24.0,5.8333,True,GMean_Voting_Pred,GMean_Voting_Pred,True,1.0
56.0,2.0,1.0,22.0,84.0,714.0,15.0,7.0,56.0,0.779221,840.0,0.714286,1.0,0.363636,0.16071400000000002,1,4,13.875,9.0,1.5714,True,GMean_Voting_Pred,GMean_Voting_Pred,True,1.0
10.0,1.0,0.0,6.0,31.0,3.0,1.0,6.0,0.0,0.611111,806.0,0.5,3.0,0.0,0.3125,0,0,79.0,11.0,2.8,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9992089754510722
5.0,4.0,0.0,15.0,31.0,10.0,3.0,12.0,5.0,1.25,173.0,0.0,0.0,0.9819,0.4,4,7,33.4,1.0,0.8,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9999999950798476
7.0,2.0,0.0,5.0,31.0,13.0,2.0,3.0,6.0,0.777778,143.0,1.0,2.0,0.85,0.28571399999999997,1,2,19.0,2.0,1.0,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9999996044080538
28.0,1.0,0.0,54.0,49.0,268.0,50.0,4.0,28.0,0.641975,742.0,0.666667,0.0,0.0,0.28571399999999997,1,1,25.285714,9.0,1.4286,True,GMean_Voting_Pred,GMean_Voting_Pred,True,1.0
3.0,1.0,0.0,13.0,17.0,3.0,6.0,7.0,1.0,1.0,132.0,1.0,0.0,0.0,0.5,0,0,42.666667,6.0,2.0,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9975319572595508
2.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,229.0,0.0,0.0,0.974359,1.0,0,0,113.5,1.0,0.5,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.6667810012665175
4.0,3.0,0.0,1.0,15.0,6.0,0.0,1.0,3.0,1.333333,2120.0,0.0,0.0,0.926829,0.333333,0,0,495.5,2.0,1.0,True,GMean_Voting_Pred,GMean_Voting_Pred,True,1.0
12.0,1.0,0.0,1.0,26.0,0.0,1.0,0.0,0.0,0.681818,365.0,0.5,2.0,0.0,0.409091,0,0,28.583333000000003,10.0,2.5,False,GMean_Voting_Pred,GMean_Voting_Pred,True,0.6710331175847181
7.0,3.0,0.0,24.0,34.0,0.0,1.0,23.0,7.0,0.0,168.0,1.0,1.0,0.934211,0.28571399999999997,2,7,22.857143,2.0,1.1429,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9999999952758248
4.0,3.0,0.0,1.0,15.0,6.0,0.0,1.0,3.0,1.333333,2120.0,0.0,0.0,0.926829,0.333333,0,0,495.5,2.0,1.0,True,GMean_Voting_Pred,GMean_Voting_Pred,True,1.0
6.0,1.0,0.0,8.0,18.0,0.0,3.0,7.0,5.0,0.4,162.0,0.5,1.0,0.0,0.458333,0,0,25.666667,4.0,1.6667,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9999788999728292
2.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,374.0,0.0,0.0,0.974359,1.0,0,0,186.0,1.0,0.5,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9980563801102472
9.0,1.0,0.0,11.0,9.0,36.0,10.0,1.0,9.0,2.0,9.0,0.0,0.0,0.0,0.333333,0,0,0.0,1.0,1.0,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9999999999645705
31.0,4.0,0.0,10.0,59.0,117.0,1.0,10.0,29.0,0.606667,831.0,0.4,0.0,0.802721,0.150538,4,20,25.645161,14.0,2.9355,True,GMean_Voting_Pred,GMean_Voting_Pred,True,1.0
9.0,1.0,0.0,3.0,24.0,0.0,2.0,2.0,0.0,0.892857,353.0,0.0,1.0,0.0,0.62963,0,0,37.444444,3.0,1.4444,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.7756134436569423
9.0,1.0,0.0,1.0,18.0,36.0,1.0,0.0,9.0,2.0,81.0,0.0,0.0,0.0,0.111111,0,0,8.0,2.0,1.1111,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9999999998851228
11.0,1.0,0.0,19.0,11.0,55.0,15.0,4.0,11.0,2.0,11.0,0.0,0.0,0.0,0.262626,0,0,0.0,1.0,1.0,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9999999999999948
2.0,3.0,0.0,9.0,11.0,1.0,1.0,8.0,2.0,2.0,40.0,0.0,0.0,0.978261,0.666667,1,1,18.5,1.0,0.5,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9994710663991934
11.0,1.0,1.0,2.0,20.0,53.0,2.0,1.0,0.0,0.9,90.0,1.0,0.0,0.0,0.4,0,0,7.090909,2.0,0.9091,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9990762928912108
8.0,4.0,0.0,11.0,28.0,16.0,6.0,8.0,8.0,0.857143,112.0,0.0,1.0,0.966507,0.3,2,4,12.75,3.0,1.125,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9999999984957724
8.0,3.0,0.0,14.0,38.0,0.0,0.0,14.0,7.0,0.809524,255.0,0.4444439999999999,2.0,0.922078,0.265306,2,8,29.75,3.0,1.375,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9999999744597172
9.0,2.0,7.0,19.0,15.0,36.0,13.0,8.0,8.0,1.125,52.0,0.0,0.0,0.789474,0.28571399999999997,1,7,4.6666669999999995,2.0,1.1111,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9999999999729868
2.0,2.0,0.0,7.0,12.0,0.0,2.0,5.0,2.0,0.0,59.0,1.0,0.0,0.954545,0.625,0,0,28.0,1.0,0.5,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.6645125169218662
4.0,3.0,0.0,1.0,15.0,6.0,0.0,1.0,3.0,1.333333,1166.0,0.0,0.0,0.926829,0.333333,0,0,271.25,2.0,1.0,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9999999999720148
5.0,3.0,0.0,7.0,23.0,8.0,3.0,5.0,2.0,1.0,199.0,0.333333,1.0,0.904762,0.44,0,0,38.2,2.0,1.2,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9992501892291362
8.0,3.0,0.0,23.0,59.0,2.0,2.0,22.0,6.0,0.6190479999999999,392.0,1.0,2.0,0.8888889999999999,0.270833,1,6,47.625,10.0,3.5,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9999999768508936
10.0,1.0,0.0,1.0,10.0,45.0,1.0,0.0,10.0,1.111111,11.0,0.0,0.0,0.0,0.4,0,0,0.0,1.0,1.0,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9999999999878132
5.0,4.0,3.0,17.0,21.0,0.0,3.0,14.0,5.0,0.25,149.0,1.0,2.0,0.969697,0.366667,3,14,28.4,4.0,1.2,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9999998052020208
4.0,3.0,0.0,1.0,15.0,6.0,0.0,1.0,3.0,1.333333,1166.0,0.0,0.0,0.926829,0.333333,0,0,271.25,2.0,1.0,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9999999999720148
4.0,3.0,0.0,1.0,15.0,6.0,0.0,1.0,3.0,1.333333,2120.0,0.0,0.0,0.926829,0.333333,0,0,495.5,2.0,1.0,True,GMean_Voting_Pred,GMean_Voting_Pred,True,1.0
14.0,1.0,0.0,13.0,33.0,43.0,4.0,9.0,14.0,0.8343200000000001,300.0,0.769231,0.0,0.0,0.205357,0,0,19.5,2.0,1.0714,True,GMean_Voting_Pred,GMean_Voting_Pred,True,1.0
2.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,374.0,0.0,0.0,0.974359,1.0,0,0,186.0,1.0,0.5,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9980563801102472
9.0,5.0,0.0,21.0,54.0,30.0,4.0,18.0,5.0,1.041667,306.0,0.0,1.0,0.967611,0.333333,3,7,32.333333,5.0,1.5556,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9999999998616924
2.0,4.0,0.0,5.0,7.0,1.0,0.0,5.0,2.0,2.0,518.0,0.0,0.0,0.97619,1.0,0,0,258.0,1.0,0.5,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9633527040860128
11.0,1.0,1.0,2.0,20.0,53.0,2.0,1.0,0.0,0.9,90.0,1.0,0.0,0.0,0.4,0,0,7.090909,2.0,0.9091,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9989989853356904
20.0,1.0,0.0,2.0,41.0,130.0,1.0,1.0,18.0,0.796992,316.0,0.857143,0.0,0.0,0.258333,0,0,14.45,4.0,1.3,True,GMean_Voting_Pred,GMean_Voting_Pred,True,1.0
8.0,1.0,0.0,1.0,12.0,0.0,1.0,0.0,8.0,0.52381,217.0,0.833333,0.0,0.0,0.583333,0,0,25.375,4.0,1.875,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.99999972604301
3.0,3.0,0.0,6.0,7.0,3.0,1.0,5.0,3.0,1.5,41.0,0.0,0.0,0.953488,0.555556,2,2,12.333333,1.0,0.6667,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.999843514815656
4.0,3.0,0.0,1.0,15.0,6.0,0.0,1.0,3.0,1.333333,1166.0,0.0,0.0,0.926829,0.333333,0,0,271.25,2.0,1.0,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.999999999999454
4.0,4.0,0.0,12.0,13.0,6.0,0.0,12.0,4.0,2.0,59.0,0.0,0.0,0.969697,0.4375,2,4,13.75,3.0,1.25,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9999901783751036
6.0,1.0,0.0,4.0,17.0,0.0,3.0,1.0,6.0,0.7,183.0,0.0,0.0,0.0,0.722222,0,0,28.5,7.0,1.8333,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9999969033670094
61.0,1.0,0.0,11.0,77.0,714.0,7.0,4.0,60.0,0.629167,1486.0,0.875,0.0,0.0,0.219262,0,0,23.229508,9.0,2.2459,True,GMean_Voting_Pred,GMean_Voting_Pred,True,1.0
5.0,1.0,0.0,3.0,18.0,8.0,2.0,1.0,5.0,1.0,107.0,0.5,0.0,0.0,0.45,0,0,20.0,12.0,3.0,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9999658651372711
11.0,1.0,0.0,9.0,29.0,7.0,2.0,7.0,8.0,0.806667,324.0,0.733333,3.0,0.0,0.35,0,0,27.090909000000003,5.0,1.2727,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.999999990390018
2.0,1.0,0.0,2.0,3.0,1.0,2.0,0.0,0.0,1.0,38.0,0.0,1.0,0.0,1.0,0,0,16.0,2.0,1.0,False,GMean_Voting_Pred,GMean_Voting_Pred,False,0.19875452187650772
20.0,1.0,1.0,5.0,22.0,0.0,5.0,0.0,20.0,0.342105,497.0,1.0,0.0,0.0,0.6,0,0,23.65,4.0,1.75,True,GMean_Voting_Pred,GMean_Voting_Pred,True,1.0
15.0,1.0,0.0,7.0,25.0,49.0,2.0,5.0,12.0,0.867347,140.0,0.714286,3.0,0.0,0.208333,0,0,7.866667,6.0,1.2667,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9999999999996212
2.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,1243.0,0.0,0.0,0.974359,1.0,0,0,620.5,1.0,0.5,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9999999999997148
7.0,2.0,0.0,13.0,20.0,0.0,1.0,12.0,7.0,0.583333,75.0,0.5,1.0,0.5,0.25974,0,0,9.428571,1.0,0.7143,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9999986241155984
11.0,2.0,4.0,11.0,20.0,0.0,6.0,6.0,11.0,0.65,89.0,0.5,1.0,0.75,0.227273,1,7,6.909091,3.0,1.3636,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9999999924210258
42.0,2.0,7.0,147.0,68.0,819.0,134.0,15.0,40.0,0.960976,466.0,0.1,0.0,0.428571,0.112245,2,8,9.857143,4.0,1.1667,True,GMean_Voting_Pred,GMean_Voting_Pred,True,1.0
9.0,1.0,0.0,21.0,33.0,36.0,19.0,2.0,6.0,2.0,341.0,0.0,0.0,0.0,0.5,0,0,36.888889,9.0,4.1111,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9999999999286994
4.0,5.0,0.0,9.0,9.0,6.0,2.0,7.0,4.0,1.333333,41.0,1.0,0.0,0.978723,0.4375,2,3,8.75,2.0,1.0,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9999803973393224
6.0,1.0,2.0,6.0,25.0,3.0,5.0,1.0,6.0,0.56,424.0,0.0,1.0,0.0,0.375,0,0,68.833333,8.0,2.8333,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9999999753468062
1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0,0,0.0,1.0,1.0,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.6316229785290618
8.0,1.0,0.0,7.0,14.0,26.0,5.0,3.0,3.0,0.952381,150.0,0.333333,1.0,0.0,0.5,0,0,17.375,6.0,1.875,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9999775543684958
2.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,0.75,0,0,2.5,1.0,0.5,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.6606815989319631
2.0,4.0,0.0,5.0,7.0,1.0,0.0,5.0,2.0,2.0,16.0,0.0,0.0,0.979592,0.75,1,6,6.5,1.0,0.5,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9970960940599916
6.0,1.0,2.0,7.0,7.0,15.0,3.0,4.0,6.0,1.2,13.0,0.0,0.0,0.0,0.361111,0,0,1.0,1.0,0.8333,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9999990648045952
7.0,1.0,0.0,1.0,8.0,21.0,0.0,1.0,7.0,1.0,30.0,1.0,1.0,0.0,0.5,0,0,3.0,1.0,0.8571,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9999998334438592
1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,0,0,3.0,0.0,0.0,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.6488339619319968
37.0,1.0,1.0,8.0,57.0,440.0,6.0,4.0,3.0,0.7932100000000001,812.0,0.722222,3.0,0.0,0.289189,0,0,20.459459,15.0,2.2162,True,GMean_Voting_Pred,GMean_Voting_Pred,True,1.0
4.0,3.0,2.0,17.0,5.0,6.0,12.0,6.0,4.0,2.0,7.0,0.0,0.0,0.959459,0.4375,2,4,0.75,1.0,0.75,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9999960294987384
38.0,5.0,1.0,34.0,112.0,277.0,20.0,14.0,26.0,0.7960689999999999,2407.0,1.0,2.0,0.8267329999999999,0.20495500000000005,2,33,61.763158,20.0,3.5263,True,GMean_Voting_Pred,GMean_Voting_Pred,True,1.0
2.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,231.0,0.0,0.0,0.974359,1.0,0,0,114.5,1.0,0.5,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.6665474642268557
3.0,5.0,0.0,14.0,33.0,1.0,0.0,14.0,2.0,1.0,178.0,0.5,0.0,0.982456,0.75,1,7,57.666667,1.0,0.3333,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9999491792013028
9.0,2.0,0.0,2.0,15.0,0.0,1.0,1.0,9.0,0.625,788.0,1.0,0.0,0.6190479999999999,0.311111,1,2,85.888889,1.0,0.8889,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9999999999997354
40.0,1.0,0.0,19.0,123.0,340.0,2.0,19.0,33.0,0.733974,1685.0,1.0,4.0,0.0,0.211364,0,0,40.725,13.0,2.3,True,GMean_Voting_Pred,GMean_Voting_Pred,True,1.0
3.0,2.0,26.0,36.0,9.0,3.0,28.0,8.0,2.0,2.0,24.0,0.0,0.0,0.964286,0.5,1,2,7.0,1.0,0.6667,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9999954129006546
4.0,1.0,0.0,9.0,28.0,2.0,2.0,8.0,2.0,0.333333,475.0,0.0,1.0,0.0,0.583333,0,0,117.25,1.0,0.75,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9987016343618896
4.0,3.0,0.0,1.0,15.0,6.0,0.0,1.0,3.0,1.333333,2120.0,0.0,0.0,0.926829,0.333333,0,0,495.5,2.0,1.0,True,GMean_Voting_Pred,GMean_Voting_Pred,True,1.0
21.0,3.0,0.0,4.0,49.0,0.0,0.0,4.0,19.0,0.635714,529.0,1.0,0.0,0.5,0.220238,1,2,23.857143,5.0,1.1429,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9999999999999994
4.0,3.0,0.0,6.0,15.0,6.0,1.0,5.0,4.0,1.333333,40.0,0.0,0.0,0.959459,0.5,2,12,8.75,1.0,0.75,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.999972962419028
4.0,1.0,0.0,3.0,8.0,0.0,2.0,1.0,3.0,0.333333,23.0,1.0,1.0,0.0,0.416667,0,0,4.5,1.0,0.5,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.6809323735398486
4.0,3.0,0.0,1.0,15.0,6.0,0.0,1.0,3.0,1.333333,1166.0,0.0,0.0,0.926829,0.333333,0,0,271.25,2.0,1.0,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.999999999999454
12.0,1.0,0.0,1.0,12.0,66.0,1.0,0.0,12.0,2.0,12.0,0.0,0.0,0.0,0.4444439999999999,0,0,0.0,1.0,1.0,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9999999999999788
4.0,3.0,0.0,1.0,15.0,6.0,0.0,1.0,3.0,1.333333,2120.0,0.0,0.0,0.926829,0.333333,0,0,495.5,2.0,1.0,True,GMean_Voting_Pred,GMean_Voting_Pred,True,1.0
3.0,2.0,2.0,3.0,7.0,0.0,2.0,1.0,2.0,0.5,32.0,1.0,0.0,0.75,0.666667,0,0,9.0,1.0,0.6667,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.6471652448634585
2.0,4.0,0.0,7.0,6.0,1.0,0.0,7.0,2.0,2.0,13.0,0.0,0.0,0.989691,0.625,2,4,5.5,1.0,0.5,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9989634343987696
6.0,7.0,1.0,8.0,16.0,0.0,3.0,6.0,4.0,0.7,95.0,0.5,0.0,0.970803,0.4,4,10,14.5,3.0,1.1667,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9999679120743968
8.0,5.0,0.0,4.0,10.0,28.0,1.0,3.0,8.0,1.142857,32.0,0.0,0.0,0.951049,0.416667,3,19,2.875,2.0,1.0,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.999999998607598
7.0,3.0,0.0,15.0,25.0,0.0,3.0,13.0,6.0,0.5,118.0,1.0,1.0,0.903226,0.28571399999999997,1,6,15.571429,5.0,1.4286,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9999965612390536
12.0,2.0,0.0,5.0,20.0,24.0,4.0,1.0,12.0,2.0,161.0,0.0,0.0,0.653846,0.395833,1,14,12.416667,2.0,1.0,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9999999999960588
3.0,3.0,0.0,4.0,4.0,3.0,0.0,4.0,3.0,1.5,10.0,0.0,0.0,0.95,0.5,1,6,2.0,1.0,0.6667,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9989832550439588
19.0,3.0,1.0,24.0,85.0,91.0,5.0,20.0,17.0,0.805556,502.0,0.5,2.0,0.915888,0.12782000000000002,2,6,25.105263,4.0,1.2632,True,GMean_Voting_Pred,GMean_Voting_Pred,True,1.0
7.0,3.0,0.0,13.0,53.0,1.0,1.0,12.0,6.0,0.7,911.0,0.4,0.0,0.571429,0.349206,2,6,128.428571,8.0,2.1429,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9999999999996998
5.0,1.0,0.0,4.0,22.0,6.0,4.0,0.0,3.0,0.958333,136.0,1.0,1.0,0.0,0.5,0,0,25.0,3.0,1.0,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.8104645890130149
4.0,3.0,0.0,1.0,15.0,6.0,0.0,1.0,3.0,1.333333,2120.0,0.0,0.0,0.926829,0.333333,0,0,495.5,2.0,1.0,True,GMean_Voting_Pred,GMean_Voting_Pred,True,1.0
1.0,4.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,1.0,1.0,0,0,3.0,0.0,0.0,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.6287878844414664
20.0,2.0,0.0,9.0,39.0,34.0,2.0,7.0,20.0,0.7789470000000001,399.0,1.0,4.0,0.40625,0.242857,1,7,18.7,11.0,2.6,True,GMean_Voting_Pred,GMean_Voting_Pred,True,1.0
2.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,1243.0,0.0,0.0,0.974359,1.0,0,0,620.5,1.0,0.5,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9999999999997148
8.0,2.0,1.0,4.0,21.0,0.0,2.0,3.0,8.0,0.333333,158.0,1.0,2.0,0.65,0.34375,1,5,18.375,3.0,1.5,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9999996457037684
6.0,1.0,0.0,1.0,11.0,0.0,1.0,0.0,6.0,0.65,57.0,1.0,0.0,0.0,0.4444439999999999,0,0,7.833333,1.0,0.8333,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9999651617927556
2.0,1.0,0.0,6.0,2.0,1.0,6.0,0.0,2.0,2.0,17.0,0.0,0.0,0.0,1.0,0,0,0.0,1.0,1.0,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.664681090185942
5.0,1.0,0.0,6.0,16.0,4.0,1.0,6.0,5.0,0.25,84.0,1.0,0.0,0.0,0.4,0,0,15.6,2.0,0.8,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9999868711521864
3.0,4.0,0.0,11.0,15.0,3.0,0.0,11.0,3.0,2.0,59.0,0.0,0.0,0.979592,0.4444439999999999,3,13,18.666667,3.0,1.3333,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.999962035249784
2.0,4.0,0.0,6.0,18.0,1.0,1.0,5.0,1.0,2.0,92.0,0.0,0.0,0.995261,0.625,3,4,44.5,1.0,0.5,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9992038860376335
1.0,1.0,0.0,8.0,1.0,0.0,8.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0,0,0.0,1.0,1.0,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.6946548347597942
7.0,2.0,0.0,4.0,23.0,21.0,1.0,3.0,7.0,2.0,258.0,0.0,0.0,0.25,0.5,0,0,35.857143,6.0,3.5714,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.999999988154658
2.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,1.0,47.0,1.0,0.0,0.0,1.0,0,0,18.0,1.0,0.5,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.6633211371889449
17.0,1.0,0.0,4.0,54.0,50.0,0.0,4.0,16.0,0.65625,569.0,1.0,0.0,0.0,0.196078,0,0,32.235294,14.0,1.8824,True,GMean_Voting_Pred,GMean_Voting_Pred,True,1.0
16.0,4.0,1.0,12.0,41.0,12.0,11.0,1.0,15.0,0.7,390.0,0.0,0.0,0.607143,0.302083,1,2,23.125,10.0,2.0625,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.999999999999982
7.0,1.0,0.0,9.0,25.0,0.0,2.0,7.0,7.0,0.5,199.0,0.5,1.0,0.0,0.357143,0,0,27.142857,1.0,0.8571,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9999998536744432
2.0,4.0,0.0,5.0,5.0,1.0,0.0,5.0,2.0,2.0,16.0,0.0,0.0,0.979592,0.75,1,6,6.5,1.0,0.5,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9970960940599916
2.0,5.0,0.0,6.0,8.0,1.0,1.0,5.0,0.0,2.0,20.0,0.0,0.0,0.995327,0.666667,1,1,8.5,1.0,0.5,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.5742665750679726
2.0,5.0,0.0,6.0,8.0,1.0,0.0,6.0,2.0,2.0,35.0,0.0,0.0,0.982456,0.75,1,6,16.0,1.0,0.5,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.998326042517323
1.0,6.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,6.0,0.0,0.0,1.0,1.0,0,0,5.0,0.0,0.0,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.6317303911680858
7.0,1.0,0.0,20.0,7.0,21.0,18.0,3.0,7.0,2.0,7.0,0.0,0.0,0.0,0.47618999999999995,0,0,0.0,1.0,1.0,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9999999964052476
7.0,3.0,0.0,9.0,16.0,9.0,1.0,8.0,6.0,0.833333,56.0,0.5,1.0,0.970297,0.314286,2,5,6.714286,2.0,1.0,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9999984329263514
11.0,1.0,0.0,2.0,18.0,19.0,0.0,2.0,9.0,0.75,138.0,1.0,0.0,0.0,0.424242,0,0,11.0,3.0,1.2727,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9999999857587314
18.0,1.0,0.0,63.0,65.0,81.0,49.0,14.0,17.0,0.95098,560.0,0.25,2.0,0.0,0.222222,0,0,29.444444,2.0,0.8889,True,GMean_Voting_Pred,GMean_Voting_Pred,True,1.0
76.0,4.0,2.0,24.0,192.0,2368.0,4.0,21.0,66.0,0.907097,2505.0,0.967742,11.0,0.562874,0.13511099999999998,2,20,31.552632,13.0,2.2895,True,GMean_Voting_Pred,GMean_Voting_Pred,True,1.0
3.0,3.0,0.0,7.0,7.0,3.0,2.0,5.0,3.0,1.5,26.0,0.0,0.0,0.953488,0.555556,1,1,7.333333,1.0,0.6667,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9996169547692388
20.0,3.0,0.0,57.0,109.0,130.0,2.0,57.0,15.0,0.8479530000000001,1543.0,1.0,4.0,0.746667,0.236364,1,4,75.7,11.0,2.5,True,GMean_Voting_Pred,GMean_Voting_Pred,True,1.0
12.0,4.0,1.0,16.0,48.0,18.0,2.0,14.0,9.0,0.727273,334.0,0.666667,2.0,0.948357,0.229167,2,6,26.583333000000003,4.0,1.1667,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9999999999715068
4.0,2.0,0.0,17.0,7.0,0.0,1.0,16.0,4.0,0.166667,93.0,1.0,0.0,0.8,0.4,0,0,21.75,12.0,4.0,True,GMean_Voting_Pred,GMean_Voting_Pred,True,0.9994685933791028
